level,equipment_id,code,sent_datetime
2,METER_CABINET,CONNECTION_ERROR(METER_CABINET),2025-06-07 12:23:00
3,DCP_DEHU,CONNECTION_ERROR(DCP_DEHU),2025-06-07 19:01:00
